client,total_images,total_alt_tags,alt_length,occurrences,pct_all_occurrences
mobile,275489967,225936151,968,210,7.622782139285675E-7
desktop,209139752,171600191,969,123,5.88123485964543E-7
mobile,275489967,225936151,969,190,6.896802887925135E-7
desktop,209139752,171600191,970,141,6.741903375691102E-7
mobile,275489967,225936151,970,194,7.041998738197242E-7
desktop,209139752,171600191,971,151,7.220052551272032E-7
mobile,275489967,225936151,971,210,7.622782139285675E-7
desktop,209139752,171600191,972,138,6.598458623016824E-7
mobile,275489967,225936151,972,188,6.824204962789081E-7
desktop,209139752,171600191,973,153,7.315682386388218E-7
mobile,275489967,225936151,973,220,7.985771764965945E-7
desktop,209139752,171600191,974,148,7.076607798597753E-7
mobile,275489967,225936151,974,221,8.022070727533972E-7
desktop,209139752,171600191,975,142,6.789718293249196E-7
mobile,275489967,225936151,975,202,7.332390438741458E-7
desktop,209139752,171600191,976,135,6.455013870342545E-7
mobile,275489967,225936151,976,203,7.368689401309486E-7
desktop,209139752,171600191,977,138,6.598458623016824E-7
mobile,275489967,225936151,977,198,7.187194588469351E-7
desktop,209139752,171600191,978,150,7.172237633713939E-7
mobile,275489967,225936151,978,218,7.913173839829892E-7
desktop,209139752,171600191,979,153,7.315682386388218E-7
mobile,275489967,225936151,979,224,8.130967615238053E-7
desktop,209139752,171600191,980,227,1.0853986285687095E-6
mobile,275489967,225936151,980,240,8.711751016326486E-7
desktop,209139752,171600191,981,274,1.310128741091746E-6
mobile,275489967,225936151,981,337,1.2232750385425107E-6
desktop,209139752,171600191,982,153,7.315682386388218E-7
mobile,275489967,225936151,982,221,8.022070727533972E-7
desktop,209139752,171600191,983,141,6.741903375691102E-7
mobile,275489967,225936151,983,190,6.896802887925135E-7
desktop,209139752,171600191,984,134,6.407198952784452E-7
mobile,275489967,225936151,984,201,7.296091476173431E-7
desktop,209139752,171600191,985,183,8.750129913131005E-7
mobile,275489967,225936151,985,243,8.820647904030567E-7
desktop,209139752,171600191,986,130,6.215939282552081E-7
mobile,275489967,225936151,986,167,6.061926748860513E-7
desktop,209139752,171600191,987,173,8.271980737550076E-7
mobile,275489967,225936151,987,229,8.312462428078188E-7
desktop,209139752,171600191,988,169,8.080721067317705E-7
mobile,275489967,225936151,988,234,8.493957240918324E-7
desktop,209139752,171600191,989,131,6.263754200110173E-7
mobile,275489967,225936151,989,199,7.223493551037378E-7
desktop,209139752,171600191,990,142,6.789718293249196E-7
mobile,275489967,225936151,990,222,8.058369690101999E-7
desktop,209139752,171600191,991,151,7.220052551272032E-7
mobile,275489967,225936151,991,192,6.969400813061188E-7
desktop,209139752,171600191,992,109,5.211826013832129E-7
mobile,275489967,225936151,992,178,6.46121533710881E-7
desktop,209139752,171600191,993,122,5.833419942087337E-7
mobile,275489967,225936151,993,192,6.969400813061188E-7
desktop,209139752,171600191,994,144,6.885348128365381E-7
mobile,275489967,225936151,994,214,7.767977989557783E-7
desktop,209139752,171600191,995,162,7.746016644411054E-7
mobile,275489967,225936151,995,228,8.276163465510161E-7
desktop,209139752,171600191,996,150,7.172237633713939E-7
mobile,275489967,225936151,996,212,7.695380064421729E-7
desktop,209139752,171600191,997,162,7.746016644411054E-7
mobile,275489967,225936151,997,210,7.622782139285675E-7
desktop,209139752,171600191,998,178,8.511055325340541E-7
mobile,275489967,225936151,998,241,8.748049978894513E-7
desktop,209139752,171600191,999,149,7.124422716155846E-7
mobile,275489967,225936151,999,232,8.42135931578227E-7
desktop,209139752,171600191,1000,148,7.076607798597753E-7
mobile,275489967,225936151,1000,251,9.111039604574783E-7
desktop,209139752,171600191,1001,144,6.885348128365381E-7
mobile,275489967,225936151,1001,179,6.497514299676837E-7
desktop,209139752,171600191,1002,164,7.841646479527239E-7
mobile,275489967,225936151,1002,211,7.659081101853702E-7
desktop,209139752,171600191,1003,142,6.789718293249196E-7
mobile,275489967,225936151,1003,200,7.259792513605405E-7
desktop,209139752,171600191,1004,96,4.590232085576921E-7
mobile,275489967,225936151,1004,153,5.553741272908135E-7
desktop,209139752,171600191,1005,137,6.55064370545873E-7
mobile,275489967,225936151,1005,185,6.715308075084999E-7
desktop,209139752,171600191,1006,126,6.024679612319709E-7
mobile,275489967,225936151,1006,164,5.953029861156432E-7
desktop,209139752,171600191,1007,133,6.359384035226359E-7
mobile,275489967,225936151,1007,212,7.695380064421729E-7
desktop,209139752,171600191,1008,144,6.885348128365381E-7
mobile,275489967,225936151,1008,185,6.715308075084999E-7
desktop,209139752,171600191,1009,127,6.072494529877802E-7
mobile,275489967,225936151,1009,187,6.787906000221053E-7
desktop,209139752,171600191,1010,131,6.263754200110173E-7
mobile,275489967,225936151,1010,182,6.606411187380919E-7
desktop,209139752,171600191,1011,125,5.976864694761615E-7
mobile,275489967,225936151,1011,175,6.352318449404729E-7
desktop,209139752,171600191,1012,134,6.407198952784452E-7
mobile,275489967,225936151,1012,170,6.170823636564594E-7
desktop,209139752,171600191,1013,130,6.215939282552081E-7
mobile,275489967,225936151,1013,198,7.187194588469351E-7
desktop,209139752,171600191,1014,125,5.976864694761615E-7
mobile,275489967,225936151,1014,205,7.44128732644554E-7
desktop,209139752,171600191,1015,149,7.124422716155846E-7
mobile,275489967,225936151,1015,205,7.44128732644554E-7
desktop,209139752,171600191,1016,173,8.271980737550076E-7
mobile,275489967,225936151,1016,215,7.80427695212581E-7
desktop,209139752,171600191,1017,129,6.168124364993987E-7
mobile,275489967,225936151,1017,166,6.025627786292486E-7
desktop,209139752,171600191,1018,119,5.689975189413058E-7
mobile,275489967,225936151,1018,173,6.279720524268676E-7
desktop,209139752,171600191,1019,127,6.072494529877802E-7
mobile,275489967,225936151,1019,175,6.352318449404729E-7
desktop,209139752,171600191,1020,152,7.267867468830124E-7
mobile,275489967,225936151,1020,192,6.969400813061188E-7
desktop,209139752,171600191,1021,143,6.837533210807288E-7
mobile,275489967,225936151,1021,183,6.642710149948945E-7
desktop,209139752,171600191,1022,141,6.741903375691102E-7
mobile,275489967,225936151,1022,180,6.533813262244864E-7
desktop,209139752,171600191,1023,150,7.172237633713939E-7
mobile,275489967,225936151,1023,215,7.80427695212581E-7
desktop,209139752,171600191,1024,174,8.319795655108169E-7
mobile,275489967,225936151,1024,264,9.582926117959134E-7
desktop,209139752,171600191,1025,125,5.976864694761615E-7
mobile,275489967,225936151,1025,188,6.824204962789081E-7
desktop,209139752,171600191,1026,131,6.263754200110173E-7
mobile,275489967,225936151,1026,203,7.368689401309486E-7
desktop,209139752,171600191,1027,102,4.877121590925478E-7
mobile,275489967,225936151,1027,165,5.989328823724458E-7
desktop,209139752,171600191,1028,152,7.267867468830124E-7
mobile,275489967,225936151,1028,238,8.639153091190431E-7
desktop,209139752,171600191,1029,107,5.116196178715943E-7
mobile,275489967,225936151,1029,165,5.989328823724458E-7
desktop,209139752,171600191,1030,124,5.929049777203523E-7
mobile,275489967,225936151,1030,185,6.715308075084999E-7
desktop,209139752,171600191,1031,139,6.646273540574917E-7
mobile,275489967,225936151,1031,187,6.787906000221053E-7
desktop,209139752,171600191,1032,137,6.55064370545873E-7
mobile,275489967,225936151,1032,208,7.550184214149621E-7
desktop,209139752,171600191,1033,119,5.689975189413058E-7
mobile,275489967,225936151,1033,169,6.134524673996567E-7
desktop,209139752,171600191,1034,143,6.837533210807288E-7
mobile,275489967,225936151,1034,185,6.715308075084999E-7
desktop,209139752,171600191,1035,126,6.024679612319709E-7
mobile,275489967,225936151,1035,198,7.187194588469351E-7
desktop,209139752,171600191,1036,114,5.450900601622594E-7
mobile,275489967,225936151,1036,166,6.025627786292486E-7
desktop,209139752,171600191,1037,119,5.689975189413058E-7
mobile,275489967,225936151,1037,166,6.025627786292486E-7
desktop,209139752,171600191,1038,107,5.116196178715943E-7
mobile,275489967,225936151,1038,162,5.880431936020378E-7
desktop,209139752,171600191,1039,102,4.877121590925478E-7
mobile,275489967,225936151,1039,145,5.263349572363919E-7
desktop,209139752,171600191,1040,110,5.259640931390221E-7
mobile,275489967,225936151,1040,169,6.134524673996567E-7
desktop,209139752,171600191,1041,115,5.498715519180687E-7
mobile,275489967,225936151,1041,143,5.190751647227864E-7
desktop,209139752,171600191,1042,109,5.211826013832129E-7
mobile,275489967,225936151,1042,155,5.626339198044189E-7
desktop,209139752,171600191,1043,145,6.933163045923475E-7
mobile,275489967,225936151,1043,199,7.223493551037378E-7
desktop,209139752,171600191,1044,106,5.06838126115785E-7
mobile,275489967,225936151,1044,162,5.880431936020378E-7
desktop,209139752,171600191,1045,107,5.116196178715943E-7
mobile,275489967,225936151,1045,157,5.698937123180242E-7
desktop,209139752,171600191,1046,123,5.88123485964543E-7
mobile,275489967,225936151,1046,167,6.061926748860513E-7
desktop,209139752,171600191,1047,129,6.168124364993987E-7
mobile,275489967,225936151,1047,170,6.170823636564594E-7
desktop,209139752,171600191,1048,106,5.06838126115785E-7
mobile,275489967,225936151,1048,155,5.626339198044189E-7
desktop,209139752,171600191,1049,111,5.307455848948315E-7
mobile,275489967,225936151,1049,195,7.07829770076527E-7
desktop,209139752,171600191,1050,121,5.785605024529244E-7
mobile,275489967,225936151,1050,169,6.134524673996567E-7
desktop,209139752,171600191,1051,114,5.450900601622594E-7
mobile,275489967,225936151,1051,157,5.698937123180242E-7
desktop,209139752,171600191,1052,131,6.263754200110173E-7
mobile,275489967,225936151,1052,185,6.715308075084999E-7
desktop,209139752,171600191,1053,138,6.598458623016824E-7
mobile,275489967,225936151,1053,192,6.969400813061188E-7
desktop,209139752,171600191,1054,89,4.2555276626702705E-7
mobile,275489967,225936151,1054,146,5.299648534931946E-7
desktop,209139752,171600191,1055,107,5.116196178715943E-7
mobile,275489967,225936151,1055,164,5.953029861156432E-7
desktop,209139752,171600191,1056,106,5.06838126115785E-7
mobile,275489967,225936151,1056,156,5.662638160612215E-7
desktop,209139752,171600191,1057,106,5.06838126115785E-7
mobile,275489967,225936151,1057,161,5.844132973452351E-7
desktop,209139752,171600191,1058,101,4.829306673367385E-7
mobile,275489967,225936151,1058,153,5.553741272908135E-7
desktop,209139752,171600191,1059,90,4.3033425802283633E-7
mobile,275489967,225936151,1059,139,5.045555796955756E-7
desktop,209139752,171600191,1060,112,5.355270766506408E-7
mobile,275489967,225936151,1060,177,6.424916374540783E-7
desktop,209139752,171600191,1061,101,4.829306673367385E-7
mobile,275489967,225936151,1061,176,6.388617411972756E-7
desktop,209139752,171600191,1062,117,5.594345354296872E-7
mobile,275489967,225936151,1062,172,6.243421561700648E-7
desktop,209139752,171600191,1063,103,4.924936508483572E-7
mobile,275489967,225936151,1063,160,5.807834010884324E-7
desktop,209139752,171600191,1064,108,5.164011096274036E-7
mobile,275489967,225936151,1064,147,5.335947497499972E-7
desktop,209139752,171600191,1065,123,5.88123485964543E-7
mobile,275489967,225936151,1065,164,5.953029861156432E-7
desktop,209139752,171600191,1066,77,3.6817486519731554E-7
mobile,275489967,225936151,1066,119,4.3195765455952156E-7
desktop,209139752,171600191,1067,95,4.542417168018828E-7
mobile,275489967,225936151,1067,131,4.7551640964115403E-7
desktop,209139752,171600191,1068,104,4.972751426041664E-7
mobile,275489967,225936151,1068,152,5.517442310340108E-7
desktop,209139752,171600191,1069,111,5.307455848948315E-7
mobile,275489967,225936151,1069,149,5.408545422636026E-7
desktop,209139752,171600191,1070,104,4.972751426041664E-7
mobile,275489967,225936151,1070,145,5.263349572363919E-7
desktop,209139752,171600191,1071,96,4.590232085576921E-7
mobile,275489967,225936151,1071,141,5.11815372209181E-7
desktop,209139752,171600191,1072,93,4.446787332902642E-7
mobile,275489967,225936151,1072,153,5.553741272908135E-7
desktop,209139752,171600191,1073,115,5.498715519180687E-7
mobile,275489967,225936151,1073,154,5.590040235476162E-7
desktop,209139752,171600191,1074,123,5.88123485964543E-7
mobile,275489967,225936151,1074,168,6.09822571142854E-7
desktop,209139752,171600191,1075,98,4.685861920693107E-7
mobile,275489967,225936151,1075,156,5.662638160612215E-7
desktop,209139752,171600191,1076,107,5.116196178715943E-7
mobile,275489967,225936151,1076,171,6.207122599132621E-7
desktop,209139752,171600191,1077,112,5.355270766506408E-7
mobile,275489967,225936151,1077,173,6.279720524268676E-7
desktop,209139752,171600191,1078,84,4.016453074879806E-7
mobile,275489967,225936151,1078,136,4.936658909251676E-7
desktop,209139752,171600191,1079,91,4.351157497786456E-7
mobile,275489967,225936151,1079,140,5.081854759523783E-7
desktop,209139752,171600191,1080,98,4.685861920693107E-7
mobile,275489967,225936151,1080,140,5.081854759523783E-7
desktop,209139752,171600191,1081,105,5.020566343599757E-7
mobile,275489967,225936151,1081,146,5.299648534931946E-7
desktop,209139752,171600191,1082,124,5.929049777203523E-7
mobile,275489967,225936151,1082,184,6.679009112516972E-7
desktop,209139752,171600191,1083,101,4.829306673367385E-7
mobile,275489967,225936151,1083,158,5.73523608574827E-7
desktop,209139752,171600191,1084,90,4.3033425802283633E-7
mobile,275489967,225936151,1084,138,5.00925683438773E-7
desktop,209139752,171600191,1085,100,4.781491755809293E-7
mobile,275489967,225936151,1085,127,4.609968246139432E-7
desktop,209139752,171600191,1086,103,4.924936508483572E-7
mobile,275489967,225936151,1086,134,4.864060984115621E-7
desktop,209139752,171600191,1087,110,5.259640931390221E-7
mobile,275489967,225936151,1087,156,5.662638160612215E-7
desktop,209139752,171600191,1088,103,4.924936508483572E-7
mobile,275489967,225936151,1088,147,5.335947497499972E-7
desktop,209139752,171600191,1089,107,5.116196178715943E-7
mobile,275489967,225936151,1089,145,5.263349572363919E-7
desktop,209139752,171600191,1090,119,5.689975189413058E-7
mobile,275489967,225936151,1090,149,5.408545422636026E-7
desktop,209139752,171600191,1091,109,5.211826013832129E-7
mobile,275489967,225936151,1091,170,6.170823636564594E-7
desktop,209139752,171600191,1092,97,4.6380470031350136E-7
mobile,275489967,225936151,1092,114,4.1380817327550807E-7
desktop,209139752,171600191,1093,95,4.542417168018828E-7
mobile,275489967,225936151,1093,127,4.609968246139432E-7
desktop,209139752,171600191,1094,85,4.0642679924378985E-7
mobile,275489967,225936151,1094,146,5.299648534931946E-7
desktop,209139752,171600191,1095,88,4.2077127451121773E-7
mobile,275489967,225936151,1095,136,4.936658909251676E-7
desktop,209139752,171600191,1096,97,4.6380470031350136E-7
mobile,275489967,225936151,1096,127,4.609968246139432E-7
desktop,209139752,171600191,1097,88,4.2077127451121773E-7
mobile,275489967,225936151,1097,130,4.718865133843513E-7
desktop,209139752,171600191,1098,111,5.307455848948315E-7
mobile,275489967,225936151,1098,156,5.662638160612215E-7
desktop,209139752,171600191,1099,111,5.307455848948315E-7
mobile,275489967,225936151,1099,141,5.11815372209181E-7
desktop,209139752,171600191,1100,106,5.06838126115785E-7
mobile,275489967,225936151,1100,155,5.626339198044189E-7
desktop,209139752,171600191,1101,109,5.211826013832129E-7
mobile,275489967,225936151,1101,141,5.11815372209181E-7
desktop,209139752,171600191,1102,104,4.972751426041664E-7
mobile,275489967,225936151,1102,165,5.989328823724458E-7
desktop,209139752,171600191,1103,98,4.685861920693107E-7
mobile,275489967,225936151,1103,129,4.682566171275486E-7
desktop,209139752,171600191,1104,78,3.729563569531248E-7
mobile,275489967,225936151,1104,110,3.9928858824829726E-7
desktop,209139752,171600191,1105,126,6.024679612319709E-7
mobile,275489967,225936151,1105,176,6.388617411972756E-7
desktop,209139752,171600191,1106,123,5.88123485964543E-7
mobile,275489967,225936151,1106,149,5.408545422636026E-7
desktop,209139752,171600191,1107,97,4.6380470031350136E-7
mobile,275489967,225936151,1107,140,5.081854759523783E-7
desktop,209139752,171600191,1108,118,5.642160271854966E-7
mobile,275489967,225936151,1108,162,5.880431936020378E-7
desktop,209139752,171600191,1109,99,4.7336768382511996E-7
mobile,275489967,225936151,1109,139,5.045555796955756E-7
desktop,209139752,171600191,1110,94,4.494602250460735E-7
mobile,275489967,225936151,1110,145,5.263349572363919E-7
desktop,209139752,171600191,1111,111,5.307455848948315E-7
mobile,275489967,225936151,1111,157,5.698937123180242E-7
desktop,209139752,171600191,1112,73,3.4904889817407834E-7
mobile,275489967,225936151,1112,107,3.8839889947788915E-7
desktop,209139752,171600191,1113,93,4.446787332902642E-7
mobile,275489967,225936151,1113,141,5.11815372209181E-7
desktop,209139752,171600191,1114,98,4.685861920693107E-7
mobile,275489967,225936151,1114,152,5.517442310340108E-7
desktop,209139752,171600191,1115,93,4.446787332902642E-7
mobile,275489967,225936151,1115,145,5.263349572363919E-7
desktop,209139752,171600191,1116,79,3.777378487089341E-7
mobile,275489967,225936151,1116,118,4.2832775830271887E-7
desktop,209139752,171600191,1117,87,4.1598978275540845E-7
mobile,275489967,225936151,1117,131,4.7551640964115403E-7
desktop,209139752,171600191,1118,115,5.498715519180687E-7
mobile,275489967,225936151,1118,142,5.154452684659837E-7
desktop,209139752,171600191,1119,92,4.3989724153445493E-7
mobile,275489967,225936151,1119,142,5.154452684659837E-7
desktop,209139752,171600191,1120,106,5.06838126115785E-7
mobile,275489967,225936151,1120,135,4.900359946683648E-7
desktop,209139752,171600191,1121,114,5.450900601622594E-7
mobile,275489967,225936151,1121,155,5.626339198044189E-7
desktop,209139752,171600191,1122,85,4.0642679924378985E-7
mobile,275489967,225936151,1122,117,4.246978620459162E-7
desktop,209139752,171600191,1123,89,4.2555276626702705E-7
mobile,275489967,225936151,1123,122,4.428473433299297E-7
desktop,209139752,171600191,1124,84,4.016453074879806E-7
mobile,275489967,225936151,1124,126,4.573669283571405E-7
desktop,209139752,171600191,1125,86,4.112082909995992E-7
mobile,275489967,225936151,1125,124,4.501071358435351E-7
desktop,209139752,171600191,1126,127,6.072494529877802E-7
mobile,275489967,225936151,1126,189,6.860503925357108E-7
desktop,209139752,171600191,1127,83,3.968638157321713E-7
mobile,275489967,225936151,1127,135,4.900359946683648E-7
desktop,209139752,171600191,1128,99,4.7336768382511996E-7
mobile,275489967,225936151,1128,137,4.972957871819703E-7
desktop,209139752,171600191,1129,97,4.6380470031350136E-7
mobile,275489967,225936151,1129,144,5.227050609795892E-7
desktop,209139752,171600191,1130,74,3.5383038992988767E-7
mobile,275489967,225936151,1130,113,4.101782770187054E-7
desktop,209139752,171600191,1131,103,4.924936508483572E-7
mobile,275489967,225936151,1131,174,6.316019486836702E-7
desktop,209139752,171600191,1132,112,5.355270766506408E-7
mobile,275489967,225936151,1132,150,5.444844385204053E-7
desktop,209139752,171600191,1133,141,6.741903375691102E-7
mobile,275489967,225936151,1133,178,6.46121533710881E-7
desktop,209139752,171600191,1134,92,4.3989724153445493E-7
mobile,275489967,225936151,1134,125,4.537370321003378E-7
desktop,209139752,171600191,1135,83,3.968638157321713E-7
mobile,275489967,225936151,1135,123,4.4647723958673237E-7
desktop,209139752,171600191,1136,93,4.446787332902642E-7
mobile,275489967,225936151,1136,139,5.045555796955756E-7
desktop,209139752,171600191,1137,85,4.0642679924378985E-7
mobile,275489967,225936151,1137,126,4.573669283571405E-7
desktop,209139752,171600191,1138,83,3.968638157321713E-7
mobile,275489967,225936151,1138,107,3.8839889947788915E-7
desktop,209139752,171600191,1139,83,3.968638157321713E-7
mobile,275489967,225936151,1139,123,4.4647723958673237E-7
desktop,209139752,171600191,1140,93,4.446787332902642E-7
mobile,275489967,225936151,1140,160,5.807834010884324E-7
desktop,209139752,171600191,1141,89,4.2555276626702705E-7
mobile,275489967,225936151,1141,125,4.537370321003378E-7
desktop,209139752,171600191,1142,74,3.5383038992988767E-7
mobile,275489967,225936151,1142,124,4.501071358435351E-7
desktop,209139752,171600191,1143,100,4.781491755809293E-7
mobile,275489967,225936151,1143,155,5.626339198044189E-7
desktop,209139752,171600191,1144,86,4.112082909995992E-7
mobile,275489967,225936151,1144,141,5.11815372209181E-7
desktop,209139752,171600191,1145,71,3.394859146624598E-7
mobile,275489967,225936151,1145,134,4.864060984115621E-7
desktop,209139752,171600191,1146,102,4.877121590925478E-7
mobile,275489967,225936151,1146,179,6.497514299676837E-7
desktop,209139752,171600191,1147,85,4.0642679924378985E-7
mobile,275489967,225936151,1147,138,5.00925683438773E-7
desktop,209139752,171600191,1148,94,4.494602250460735E-7
mobile,275489967,225936151,1148,142,5.154452684659837E-7
desktop,209139752,171600191,1149,96,4.590232085576921E-7
mobile,275489967,225936151,1149,137,4.972957871819703E-7
desktop,209139752,171600191,1150,104,4.972751426041664E-7
mobile,275489967,225936151,1150,134,4.864060984115621E-7
desktop,209139752,171600191,1151,118,5.642160271854966E-7
mobile,275489967,225936151,1151,119,4.3195765455952156E-7
desktop,209139752,171600191,1152,107,5.116196178715943E-7
mobile,275489967,225936151,1152,160,5.807834010884324E-7
desktop,209139752,171600191,1153,78,3.729563569531248E-7
mobile,275489967,225936151,1153,118,4.2832775830271887E-7
desktop,209139752,171600191,1154,91,4.351157497786456E-7
mobile,275489967,225936151,1154,123,4.4647723958673237E-7
desktop,209139752,171600191,1155,125,5.976864694761615E-7
mobile,275489967,225936151,1155,232,8.42135931578227E-7
desktop,209139752,171600191,1156,83,3.968638157321713E-7
mobile,275489967,225936151,1156,127,4.609968246139432E-7
desktop,209139752,171600191,1157,81,3.873008322205527E-7
mobile,275489967,225936151,1157,118,4.2832775830271887E-7
desktop,209139752,171600191,1158,99,4.7336768382511996E-7
mobile,275489967,225936151,1158,124,4.501071358435351E-7
desktop,209139752,171600191,1159,94,4.494602250460735E-7
mobile,275489967,225936151,1159,133,4.827762021547594E-7
desktop,209139752,171600191,1160,90,4.3033425802283633E-7
mobile,275489967,225936151,1160,127,4.609968246139432E-7
desktop,209139752,171600191,1161,64,3.060154723717947E-7
mobile,275489967,225936151,1161,101,3.666195219370729E-7
desktop,209139752,171600191,1162,93,4.446787332902642E-7
mobile,275489967,225936151,1162,133,4.827762021547594E-7
desktop,209139752,171600191,1163,96,4.590232085576921E-7
mobile,275489967,225936151,1163,132,4.791463058979567E-7
desktop,209139752,171600191,1164,62,2.9645248886017616E-7
mobile,275489967,225936151,1164,93,3.375803518826513E-7
desktop,209139752,171600191,1165,76,3.633933734415062E-7
mobile,275489967,225936151,1165,117,4.246978620459162E-7
desktop,209139752,171600191,1166,102,4.877121590925478E-7
mobile,275489967,225936151,1166,142,5.154452684659837E-7
desktop,209139752,171600191,1167,65,3.1079696412760403E-7
mobile,275489967,225936151,1167,114,4.1380817327550807E-7
desktop,209139752,171600191,1168,70,3.3470442290665046E-7
mobile,275489967,225936151,1168,97,3.520999369098621E-7
desktop,209139752,171600191,1169,75,3.5861188168569694E-7
mobile,275489967,225936151,1169,108,3.9202879573469183E-7
desktop,209139752,171600191,1170,73,3.4904889817407834E-7
mobile,275489967,225936151,1170,109,3.956586919914946E-7
desktop,209139752,171600191,1171,80,3.825193404647434E-7
mobile,275489967,225936151,1171,121,4.39217447073127E-7
desktop,209139752,171600191,1172,71,3.394859146624598E-7
mobile,275489967,225936151,1172,113,4.101782770187054E-7
desktop,209139752,171600191,1173,93,4.446787332902642E-7
mobile,275489967,225936151,1173,117,4.246978620459162E-7
desktop,209139752,171600191,1174,85,4.0642679924378985E-7
mobile,275489967,225936151,1174,122,4.428473433299297E-7
desktop,209139752,171600191,1175,99,4.7336768382511996E-7
mobile,275489967,225936151,1175,159,5.771535048316297E-7
desktop,209139752,171600191,1176,86,4.112082909995992E-7
mobile,275489967,225936151,1176,121,4.39217447073127E-7
desktop,209139752,171600191,1177,72,3.4426740641826906E-7
mobile,275489967,225936151,1177,106,3.8476900322108646E-7
desktop,209139752,171600191,1178,72,3.4426740641826906E-7
mobile,275489967,225936151,1178,127,4.609968246139432E-7
desktop,209139752,171600191,1179,52,2.486375713020832E-7
mobile,275489967,225936151,1179,97,3.520999369098621E-7
desktop,209139752,171600191,1180,76,3.633933734415062E-7
mobile,275489967,225936151,1180,102,3.7024941819387565E-7
desktop,209139752,171600191,1181,85,4.0642679924378985E-7
mobile,275489967,225936151,1181,119,4.3195765455952156E-7
desktop,209139752,171600191,1182,58,2.7732652183693895E-7
mobile,275489967,225936151,1182,88,3.194308705986378E-7
desktop,209139752,171600191,1183,69,3.299229311508412E-7
mobile,275489967,225936151,1183,111,4.0291848450509995E-7
desktop,209139752,171600191,1184,63,3.0123398061598543E-7
mobile,275489967,225936151,1184,94,3.4121024813945404E-7
desktop,209139752,171600191,1185,73,3.4904889817407834E-7
mobile,275489967,225936151,1185,111,4.0291848450509995E-7
desktop,209139752,171600191,1186,99,4.7336768382511996E-7
mobile,275489967,225936151,1186,148,5.372246460067999E-7
desktop,209139752,171600191,1187,96,4.590232085576921E-7
mobile,275489967,225936151,1187,133,4.827762021547594E-7
desktop,209139752,171600191,1188,65,3.1079696412760403E-7
mobile,275489967,225936151,1188,97,3.520999369098621E-7
desktop,209139752,171600191,1189,77,3.6817486519731554E-7
mobile,275489967,225936151,1189,116,4.210679657891135E-7
desktop,209139752,171600191,1190,97,4.6380470031350136E-7
mobile,275489967,225936151,1190,135,4.900359946683648E-7
desktop,209139752,171600191,1191,81,3.873008322205527E-7
mobile,275489967,225936151,1191,119,4.3195765455952156E-7
desktop,209139752,171600191,1192,86,4.112082909995992E-7
mobile,275489967,225936151,1192,131,4.7551640964115403E-7
desktop,209139752,171600191,1193,65,3.1079696412760403E-7
mobile,275489967,225936151,1193,102,3.7024941819387565E-7
desktop,209139752,171600191,1194,80,3.825193404647434E-7
mobile,275489967,225936151,1194,112,4.0654838076190264E-7
desktop,209139752,171600191,1195,108,5.164011096274036E-7
mobile,275489967,225936151,1195,145,5.263349572363919E-7
desktop,209139752,171600191,1196,71,3.394859146624598E-7
mobile,275489967,225936151,1196,111,4.0291848450509995E-7
desktop,209139752,171600191,1197,88,4.2077127451121773E-7
mobile,275489967,225936151,1197,128,4.646267208707459E-7
desktop,209139752,171600191,1198,53,2.534190630578925E-7
mobile,275489967,225936151,1198,92,3.339504556258486E-7
desktop,209139752,171600191,1199,81,3.873008322205527E-7
mobile,275489967,225936151,1199,100,3.629896256802702E-7
desktop,209139752,171600191,1200,78,3.729563569531248E-7
mobile,275489967,225936151,1200,110,3.9928858824829726E-7
desktop,209139752,171600191,1201,80,3.825193404647434E-7
mobile,275489967,225936151,1201,121,4.39217447073127E-7
desktop,209139752,171600191,1202,89,4.2555276626702705E-7
mobile,275489967,225936151,1202,127,4.609968246139432E-7
desktop,209139752,171600191,1203,64,3.060154723717947E-7
mobile,275489967,225936151,1203,106,3.8476900322108646E-7
desktop,209139752,171600191,1204,71,3.394859146624598E-7
mobile,275489967,225936151,1204,111,4.0291848450509995E-7
desktop,209139752,171600191,1205,71,3.394859146624598E-7
mobile,275489967,225936151,1205,101,3.666195219370729E-7
desktop,209139752,171600191,1206,98,4.685861920693107E-7
mobile,275489967,225936151,1206,141,5.11815372209181E-7
desktop,209139752,171600191,1207,89,4.2555276626702705E-7
mobile,275489967,225936151,1207,109,3.956586919914946E-7
desktop,209139752,171600191,1208,87,4.1598978275540845E-7
mobile,275489967,225936151,1208,115,4.1743806953231076E-7
desktop,209139752,171600191,1209,92,4.3989724153445493E-7
mobile,275489967,225936151,1209,133,4.827762021547594E-7
desktop,209139752,171600191,1210,88,4.2077127451121773E-7
mobile,275489967,225936151,1210,117,4.246978620459162E-7
desktop,209139752,171600191,1211,84,4.016453074879806E-7
mobile,275489967,225936151,1211,123,4.4647723958673237E-7
desktop,209139752,171600191,1212,93,4.446787332902642E-7
mobile,275489967,225936151,1212,128,4.646267208707459E-7
desktop,209139752,171600191,1213,72,3.4426740641826906E-7
mobile,275489967,225936151,1213,101,3.666195219370729E-7
desktop,209139752,171600191,1214,73,3.4904889817407834E-7
mobile,275489967,225936151,1214,97,3.520999369098621E-7
desktop,209139752,171600191,1215,73,3.4904889817407834E-7
mobile,275489967,225936151,1215,107,3.8839889947788915E-7
desktop,209139752,171600191,1216,71,3.394859146624598E-7
mobile,275489967,225936151,1216,105,3.8113910696428377E-7
